50;Sevilla;Rayo Vallecano;3;0;
50;Valencia B;Gimn. Tarragon;3;1;
50;Valladolid;Pontevedra;1;0;
51;Cult. Leonesa;Valencia B;2;1;
51;Gimn. Tarragon;Valladolid;2;1;
51;Hercules;Cordoba;1;0;
51;Mallorca;Sant Andreu;2;1;
51;Murcia;Rac. Santander;4;1;
51;Osasuna;Barakaldo;1;0;
51;Pontevedra;Sevilla;2;0;
51;Rayo Vallecano;Elche;0;1;
51;Sabadell;Logrognes;0;2;
51;Tenerife;Cadiz;0;1;
52;Barakaldo;Mallorca;1;0;
52;Cadiz;Hercules;2;1;
52;Cordoba;Murcia;1;0;
52;Elche;Pontevedra;2;0;
52;Osasuna;Logrognes;1;0;
52;Rac. Santander;Sabadell;2;0;
52;Sant Andreu;Rayo Vallecano;2;0;
52;Sevilla;Gimn. Tarragon;2;0;
52;Valencia B;Tenerife;2;1;
52;Valladolid;Cult. Leonesa;1;0;
53;Cult. Leonesa;Sevilla;1;2;
53;Gimn. Tarragon;Elche;1;1;
53;Hercules;Valencia B;1;0;
53;Logrognes;Rac. Santander;0;3;
53;Mallorca;Osasuna;1;0;
53;Murcia;Cadiz;2;1;
53;Pontevedra;Sant Andreu;0;0;
53;Rayo Vallecano;Barakaldo;2;2;
53;Sabadell;Cordoba;3;3;
53;Tenerife;Valladolid;1;0;
54;Cult. Leonesa;Elche;0;0;
54;Gimn. Tarragon;Sant Andreu;2;1;
54;Hercules;Valladolid;1;0;
54;Logrognes;Cordoba;4;0;
54;Murcia;Valencia B;5;0;
54;Pontevedra;Barakaldo;0;2;
54;Rac. Santander;Osasuna;1;0;
54;Rayo Vallecano;Mallorca;2;1;
54;Sabadell;Cadiz;3;1;
54;Tenerife;Sevilla;2;0;
55;Barakaldo;Gimn. Tarragon;3;0;
55;Cadiz;Logrognes;3;2;
55;Cordoba;Rac. Santander;1;2;
55;Elche;Tenerife;1;0;
55;Mallorca;Pontevedra;0;1;
55;Osasuna;Rayo Vallecano;4;2;
55;Sant Andreu;Cult. Leonesa;1;0;
55;Sevilla;Hercules;1;0;
55;Valencia B;Sabadell;2;1;
